,Status,ZipCode,City,Price,Days_on_market,Beds,Baths,Sqft,Date,Acres,Lot_sqft,Liv_index
1110,S,98072,Woodinville,792777,5.0,3.0,1.0,1250,2021-05-20,0.341,14850.0,83.0
1111,S,98006,Bellevue,965000,91.0,3.0,1.5,2270,2021-05-11,0.625,27224.0,83.0
1112,A,98072,Woodinville,600000,4.0,3.0,1.75,1500,2021-05-26,0.267,11640.0,83.0
1113,A,98072,Woodinville,949000,3.0,3.0,2.0,1620,2021-05-27,0.44,19166.0,83.0
1114,S,98072,Woodinville,915000,9.0,3.0,2.0,1340,2021-05-27,0.267,11644.0,83.0
1115,S,98072,Woodinville,1000000,4.0,3.0,1.75,2020,2021-05-20,0.855,37240.0,83.0
1116,A,98072,Woodinville,899000,4.0,4.0,2.0,2140,2021-05-26,0.181,7875.0,83.0
1117,S,98072,Woodinville,1100000,9.0,4.0,2.5,2094,2021-05-18,0.558,24300.0,83.0
1118,S,98072,Woodinville,580000,13.0,2.0,2.5,1308,2021-05-24,61.176,2664836.0,83.0
1119,A,98072,Woodinville,1099000,2.0,3.0,2.5,2823,2021-05-28,0.804,35017.0,83.0
1120,A,98072,Woodinville,1325000,0.0,3.0,2.5,3093,2021-05-30,0.93,40511.0,83.0
1121,S,98072,Woodinville,810000,25.0,3.0,2.5,2580,2021-05-05,0.212,9250.0,83.0
1122,S,98006,Bellevue,970000,3.0,3.0,1.75,2120,2021-05-10,0.218,9478.0,83.0
1123,S,98072,Woodinville,865000,5.0,3.0,3.0,2160,2021-05-24,0.479,20878.0,83.0
1124,S,98072,Woodinville,921111,25.0,3.0,2.75,1960,2021-05-11,0.08,3492.0,83.0
1125,S,98072,Woodinville,1030000,3.0,3.0,2.25,1850,2021-05-17,1.18,51400.0,83.0
1126,S,98072,Woodinville,1130000,3.0,3.0,2.75,2555,2021-05-07,0.434,18900.0,83.0
1127,S,98072,Woodinville,1189950,6.0,3.0,2.5,2580,2021-05-12,0.89,38765.0,83.0
1128,S,98072,Woodinville,1275000,3.0,3.0,2.5,2482,2021-05-18,1.0,43577.0,83.0
1129,S,98072,Woodinville,1282500,5.0,3.0,2.25,2790,2021-05-28,0.783,34100.0,83.0
1130,A,98072,Woodinville,975000,6.0,4.0,2.75,2320,2021-05-24,0.147,6393.0,83.0
1131,S,98072,Woodinville,960000,1.0,4.0,2.5,1650,2021-05-05,0.198,8645.0,83.0
1132,S,98072,Woodinville,970000,5.0,4.0,2.5,2119,2021-05-25,0.144,6258.0,83.0
1133,S,98006,Bellevue,1185000,6.0,3.0,1.75,2320,2021-05-11,0.279,12150.0,83.0
1134,S,98072,Woodinville,1045000,4.0,4.0,2.25,2090,2021-05-18,0.179,7796.0,83.0
1135,S,98072,Woodinville,1170000,5.0,4.0,2.25,2080,2021-05-21,0.174,7600.0,83.0
1136,S,98072,Woodinville,1210000,1.0,4.0,2.75,2270,2021-05-22,0.31,13513.0,83.0
1137,S,98072,Woodinville,1300000,6.0,4.0,2.5,2710,2021-05-19,0.179,7785.0,83.0
1138,S,98072,Woodinville,1375000,7.0,4.0,2.5,2704,2021-05-28,0.135,5886.0,83.0
1139,S,98072,Woodinville,1475000,3.0,4.0,2.5,2680,2021-04-30,0.866,37740.0,83.0
1140,S,98072,Woodinville,1550000,6.0,4.0,2.5,2790,2021-05-07,1.187,51697.0,83.0
1141,S,98072,Woodinville,1600000,5.0,4.0,2.5,3640,2021-05-27,0.804,35003.0,83.0
1142,S,98072,Woodinville,1690000,5.0,4.0,2.75,3340,2021-05-12,0.734,31964.0,83.0
1143,S,98072,Woodinville,1720000,6.0,4.0,2.5,3110,2021-05-07,0.931,40576.0,83.0
1144,S,98006,Bellevue,1425000,6.0,3.0,1.75,2000,2021-05-07,0.301,13100.0,83.0
1145,S,98072,Woodinville,1820000,6.0,4.0,2.75,3903,2021-05-28,0.95,41375.0,83.0
1146,S,98072,Woodinville,2275000,1.0,4.0,3.0,5006,2021-05-28,0.976,42536.0,83.0
1147,S,98072,Woodinville,750000,2.0,5.0,2.75,2040,2021-05-26,0.194,8446.0,83.0
1148,S,98072,Woodinville,1505000,5.0,5.0,2.75,3120,2021-05-06,0.115,5030.0,83.0
1149,S,98072,Woodinville,1900000,2.0,5.0,2.5,3570,2021-05-27,0.613,26713.0,83.0
1150,A,98072,Woodinville,2675000,24.0,5.0,3.75,3216,2021-05-06,9.95,433422.0,83.0
1151,A,98072,Woodinville,3895000,17.0,4.0,3.25,4762,2021-05-13,2.039,88800.0,83.0
1152,A,98072,Woodinville,2895000,504.0,5.0,4.0,5110,2021-05-14,1.221,53188.0,83.0
1153,S,98072,Woodinville,2708888,3.0,5.0,4.5,5560,2021-05-05,0.812,35375.0,83.0
1154,A,98072,Woodinville,1795950,127.0,6.0,4.5,3872,2021-01-23,0.696,30310.0,83.0
1155,A,98006,Bellevue,1735000,184.0,4.0,1.75,2800,2021-04-30,2.799,121928.0,83.0
1156,A,98072,Woodinville,8500000,269.0,6.0,5.0,10986,2021-04-07,7.75,337590.0,83.0
1157,S,98072,Woodinville,830000,0.0,4.0,2.25,1890,2021-05-13,0.089,3875.0,83.0
1158,S,98072,Woodinville,910000,6.0,4.0,2.5,2190,2021-05-19,0.074,3243.0,83.0
1159,A,98074,Sammamish,6288000,88.0,4.0,5.5,7520,2021-03-03,0.39,16994.0,86.0
1160,S,98074,Sammamish,823000,2.0,2.0,1.0,910,2021-05-17,0.248,10800.0,86.0
1161,A,98074,Sammamish,1400000,96.0,2.0,1.25,1780,2021-03-05,1.03,44866.0,86.0
1162,S,98074,Sammamish,715000,4.0,2.0,1.75,2000,2021-05-16,0.096,4200.0,86.0
1163,S,98074,Sammamish,699000,13.0,3.0,1.75,1400,2021-05-17,0.214,9318.0,86.0
1164,S,98074,Sammamish,950000,6.0,3.0,2.0,2060,2021-05-14,0.216,9413.0,86.0
1165,A,98074,Sammamish,949950,3.0,3.0,2.5,2370,2021-05-27,0.36,15675.0,86.0
1166,S,98006,Bellevue,1051000,7.0,4.0,2.25,1730,2021-05-25,0.221,9630.0,83.0
1167,S,98074,Sammamish,1020000,5.0,3.0,2.25,1830,2021-05-28,0.184,8022.0,86.0
1168,S,98074,Sammamish,1088000,5.0,3.0,2.25,2340,2021-05-03,0.294,12797.0,86.0
1169,S,98074,Sammamish,1206000,4.0,3.0,2.5,2910,2021-05-08,0.311,13536.0,86.0
1170,S,98074,Sammamish,1210000,25.0,3.0,2.5,2430,2021-05-24,0.275,12000.0,86.0
1171,S,98074,Sammamish,1362000,5.0,3.0,2.5,2280,2021-05-14,0.108,4719.0,86.0
1172,S,98074,Sammamish,1550000,2.0,3.0,2.5,3000,2021-05-25,0.18,7839.0,86.0
1173,S,98074,Sammamish,1550000,2.0,3.0,2.5,2650,2021-05-13,0.5,21780.0,86.0
1174,S,98074,Sammamish,1550000,2.0,3.0,2.5,2391,2021-05-01,0.312,13603.0,86.0
1175,A,98074,Sammamish,1200000,5.0,4.0,2.5,2460,2021-05-26,0.274,11933.0,86.0
1176,A,98074,Sammamish,1200000,5.0,4.0,2.5,2320,2021-05-25,0.205,8917.0,86.0
1177,S,98006,Bellevue,975000,7.0,2.0,2.5,1951,2021-05-07,0.079,3456.0,83.0
1178,A,98074,Sammamish,1500000,48.0,4.0,2.75,2280,2021-04-12,4.85,211266.0,86.0
1179,S,98074,Sammamish,1000000,1.0,4.0,2.5,2660,2021-05-13,0.276,12003.0,86.0
1180,S,98074,Sammamish,1250000,1.0,4.0,2.5,1960,2021-05-14,0.186,8109.0,86.0
1181,S,98074,Sammamish,1250000,6.0,4.0,2.25,2040,2021-05-12,0.185,8065.0,86.0
1182,S,98074,Sammamish,1275000,1.0,4.0,2.25,2360,2021-05-19,0.189,8251.0,86.0
1183,S,98074,Sammamish,1300000,2.0,4.0,2.5,2380,2021-05-26,0.181,7902.0,86.0
1184,S,98074,Sammamish,1310000,6.0,4.0,2.5,2010,2021-05-05,0.169,7366.0,86.0
1185,S,98074,Sammamish,1400000,3.0,4.0,2.25,2280,2021-05-05,0.225,9816.0,86.0
1186,S,98074,Sammamish,1400000,6.0,4.0,2.5,3220,2021-05-04,0.132,5760.0,86.0
1187,S,98074,Sammamish,1455000,4.0,4.0,2.5,2864,2021-05-26,0.167,7274.0,86.0
1188,A,98006,Bellevue,3800000,11.0,3.0,2.5,3000,2021-05-19,0.456,19848.0,83.0
1189,S,98074,Sammamish,1527000,5.0,4.0,3.0,3040,2021-05-14,0.267,11651.0,86.0
1190,S,98074,Sammamish,1562000,6.0,4.0,2.25,2380,2021-05-06,0.276,12016.0,86.0
1191,S,98074,Sammamish,1600000,6.0,4.0,2.5,3300,2021-05-19,0.241,10511.0,86.0
1192,S,98074,Sammamish,1675000,5.0,4.0,2.5,2720,2021-05-27,0.214,9301.0,86.0
1193,S,98074,Sammamish,1675500,4.0,4.0,2.75,3060,2021-05-07,0.186,8121.0,86.0
1194,S,98074,Sammamish,1750000,1.0,4.0,2.75,3250,2021-05-24,0.283,12308.0,86.0
1195,S,98074,Sammamish,1950000,1.0,4.0,2.5,3515,2021-05-04,0.264,11511.0,86.0
1196,A,98074,Sammamish,1395000,3.0,5.0,2.75,2950,2021-05-27,0.122,5327.0,86.0
1197,S,98074,Sammamish,1250393,23.0,5.0,2.75,2897,2021-05-08,0.205,8919.0,86.0
1198,S,98074,Sammamish,1650000,2.0,5.0,2.5,3334,2021-05-08,0.301,13118.0,86.0
1199,S,98006,Bellevue,870000,5.0,3.0,2.5,1974,2021-05-10,0.301,13100.0,83.0
1200,A,98074,Sammamish,1150000,59.0,3.0,3.25,2750,2021-04-01,0.266,11600.0,86.0
1201,S,98074,Sammamish,1200000,10.0,3.0,3.25,2590,2021-05-25,0.344,15000.0,86.0
1202,S,98074,Sammamish,2000000,8.0,3.0,3.25,4610,2021-05-13,1.881,81935.0,86.0
1203,A,98074,Sammamish,2299000,17.0,4.0,3.25,4440,2021-05-13,2.797,121844.0,86.0
1204,S,98074,Sammamish,1106632,3.0,4.0,3.25,2801,2021-05-12,0.117,5101.0,86.0
1205,S,98074,Sammamish,1500000,5.0,4.0,3.5,5070,2021-05-28,0.456,19856.0,86.0
1206,S,98074,Sammamish,1600000,3.0,4.0,3.5,3950,2021-05-19,0.417,18161.0,86.0
1207,S,98074,Sammamish,1960000,8.0,4.0,3.5,3894,2021-05-06,0.189,8244.0,86.0
1208,S,98074,Sammamish,2000000,3.0,4.0,3.25,4710,2021-05-07,0.309,13481.0,86.0
1209,S,98074,Sammamish,2020000,6.0,4.0,3.25,4180,2021-05-20,0.604,26320.0,86.0
1210,S,98006,Bellevue,1140000,1.0,3.0,2.25,1730,2021-04-30,0.239,10400.0,83.0
1211,S,98074,Sammamish,1585000,5.0,5.0,3.75,2930,2021-05-18,0.089,3856.0,86.0
1212,S,98074,Sammamish,1605000,2.0,5.0,3.25,3450,2021-05-17,0.258,11235.0,86.0
1213,S,98074,Sammamish,1400000,5.0,6.0,3.75,3585,2021-05-13,0.389,16960.0,86.0
1214,S,98074,Sammamish,1639990,0.0,4.0,4.0,4004,2021-05-12,0.133,5794.0,86.0
1215,S,98074,Sammamish,1789990,0.0,5.0,4.0,4545,2021-05-06,0.28,12199.0,86.0
1216,S,98074,Sammamish,2350000,3.0,5.0,4.25,4482,2021-05-15,0.195,8481.0,86.0
1217,A,98074,Sammamish,4950000,5.0,4.0,4.75,5806,2021-05-25,3.4,148104.0,86.0
1218,A,98074,Sammamish,6288000,87.0,4.0,5.5,7520,2021-03-04,0.39,16994.0,86.0
1219,A,98074,Sammamish,4790000,110.0,5.0,7.75,12300,2020-04-17,2.276,99145.0,86.0
1220,A,98075,Sammamish,750000,207.0,0.0,0.0,1800,2021-03-11,2.6,113256.0,86.0
1221,S,98006,Bellevue,1211000,5.0,3.0,2.25,1670,2021-05-28,0.2,8700.0,83.0
1222,A,98075,Sammamish,1450000,48.0,3.0,1.75,2300,2021-05-25,1.397,60872.0,86.0
1223,A,98075,Sammamish,720000,5.0,3.0,2.5,1381,2021-05-26,0.028,1200.0,86.0
1224,A,98075,Sammamish,1499999,23.0,3.0,2.5,2120,2021-05-07,2.407,104834.0,86.0
1225,A,98075,Sammamish,2000000,340.0,3.0,2.75,2450,2020-06-30,2.17,94525.0,86.0
1226,S,98075,Sammamish,1150000,5.0,3.0,2.5,2270,2021-05-22,0.098,4273.0,86.0
1227,S,98075,Sammamish,1258000,4.0,3.0,2.5,2987,2021-05-17,0.698,30417.0,86.0
1228,S,98075,Sammamish,1275000,10.0,3.0,2.5,2460,2021-05-21,0.804,35037.0,86.0
1229,S,98075,Sammamish,1425000,4.0,3.0,2.75,3480,2021-05-17,0.792,34485.0,86.0
1230,S,98075,Sammamish,3055000,7.0,3.0,2.5,4260,2021-05-07,1.15,50094.0,86.0
1231,A,98075,Sammamish,1196000,3.0,4.0,2.5,2741,2021-05-27,0.654,28500.0,86.0
1232,S,98006,Bellevue,1500000,2.0,3.0,2.25,2564,2021-05-21,0.278,12100.0,83.0
1233,S,98075,Sammamish,972000,2.0,4.0,2.5,2220,2021-05-20,0.318,13851.0,86.0
1234,S,98075,Sammamish,1050000,5.0,4.0,2.25,2180,2021-05-17,0.504,21956.0,86.0
1235,S,98075,Sammamish,1135000,5.0,4.0,2.5,2510,2021-05-26,0.101,4402.0,86.0
1236,S,98075,Sammamish,1220000,10.0,4.0,2.5,3090,2021-05-19,0.95,41400.0,86.0
1237,S,98075,Sammamish,1268344,0.0,4.0,2.75,2976,2021-05-27,0.154,6729.0,86.0
1238,S,98075,Sammamish,1300000,5.0,4.0,2.5,2278,2021-05-07,0.145,6321.0,86.0
1239,S,98075,Sammamish,1350000,4.0,4.0,2.5,3030,2021-05-17,0.189,8215.0,86.0
1240,S,98075,Sammamish,1525000,4.0,4.0,2.5,2900,2021-05-21,0.442,19232.0,86.0
1241,S,98075,Sammamish,1530888,5.0,4.0,2.5,2910,2021-05-06,0.819,35679.0,86.0
1242,S,98075,Sammamish,1615000,5.0,4.0,2.25,3020,2021-04-30,0.168,7320.0,86.0
1243,S,98006,Bellevue,1650000,5.0,3.0,2.5,2440,2021-05-27,0.338,14740.0,83.0
1244,S,98075,Sammamish,1750000,3.0,4.0,2.5,3450,2021-05-28,0.381,16608.0,86.0
1245,S,98075,Sammamish,1800000,4.0,4.0,2.5,3750,2021-05-26,0.326,14213.0,86.0
1246,S,98075,Sammamish,1860000,6.0,4.0,2.5,3601,2021-05-13,0.658,28670.0,86.0
1247,S,98075,Sammamish,1350000,4.0,5.0,2.5,2500,2021-05-26,0.336,14654.0,86.0
1248,S,98075,Sammamish,1450000,4.0,5.0,2.75,3250,2021-05-28,0.119,5200.0,86.0
1249,S,98075,Sammamish,1650000,1.0,5.0,2.75,3260,2021-05-20,0.098,4275.0,86.0
1250,A,98075,Sammamish,3000000,17.0,3.0,3.0,3540,2021-05-13,0.4,17424.0,86.0
1251,S,98075,Sammamish,1440000,3.0,4.0,3.5,3100,2021-05-21,0.124,5420.0,86.0
1252,S,98075,Sammamish,1598000,5.0,4.0,3.25,3742,2021-05-21,0.181,7863.0,86.0
1253,S,98075,Sammamish,1708001,4.0,4.0,3.5,3708,2021-05-20,0.138,6000.0,86.0
1254,S,98006,Bellevue,1900000,1.0,3.0,2.25,2170,2021-05-19,0.214,9325.0,83.0
1255,S,98075,Sammamish,1880000,5.0,4.0,3.25,3156,2021-05-15,0.146,6369.0,86.0
1256,S,98075,Sammamish,2150000,3.0,4.0,3.5,4250,2021-05-20,0.115,5000.0,86.0
1257,S,98075,Sammamish,2175000,2.0,4.0,3.25,4120,2021-05-12,0.233,10138.0,86.0
1258,S,98075,Sammamish,2250000,1.0,4.0,3.75,4070,2021-05-24,1.095,47705.0,86.0
1259,S,98075,Sammamish,2250000,2.0,4.0,3.25,4426,2021-05-22,0.367,15966.0,86.0
1260,S,98075,Sammamish,1542502,7.0,5.0,3.5,4089,2021-05-21,0.15,6524.0,86.0
1261,S,98075,Sammamish,1350000,5.0,6.0,3.5,3740,2021-05-04,0.145,6333.0,86.0
1262,S,98075,Sammamish,2235000,5.0,4.0,3.75,3860,2021-05-21,1.284,55918.0,86.0
1263,A,98075,Sammamish,1998000,4.0,5.0,4.0,4360,2021-05-26,0.184,8030.0,86.0
1264,S,98075,Sammamish,1692000,6.0,5.0,4.25,3724,2021-05-03,0.234,10198.0,86.0
1265,A,98006,Bellevue,979000,46.0,4.0,2.25,2040,2021-04-14,0.243,10582.0,83.0
1266,S,98075,Sammamish,1698990,42.0,5.0,4.0,4346,2021-04-30,0.137,5981.0,86.0
1267,S,98075,Sammamish,2235000,2.0,5.0,4.25,4320,2021-05-12,0.277,12046.0,86.0
1268,S,98075,Sammamish,2282000,8.0,5.0,4.0,4480,2021-05-07,0.164,7156.0,86.0
1269,S,98075,Sammamish,2300000,4.0,5.0,4.5,4110,2021-05-06,0.188,8211.0,86.0
1270,S,98075,Sammamish,2358350,3.0,5.0,4.25,5054,2021-05-24,0.442,19254.0,86.0
1271,S,98075,Sammamish,1562883,0.0,5.0,5.75,4517,2021-05-14,0.172,7489.0,86.0
1272,S,98075,Sammamish,1589456,1.0,5.0,5.75,4816,2021-05-27,0.172,7483.0,86.0
1273,A,98077,Woodinville,849000,2.0,3.0,1.75,1330,2021-05-28,1.467,63893.0,83.0
1274,A,98077,Woodinville,915000,3.0,3.0,2.0,2070,2021-05-27,0.989,43078.0,83.0
1275,S,98077,Woodinville,812000,5.0,3.0,2.0,1450,2021-05-20,2.046,89107.0,83.0
1276,A,98006,Bellevue,1075000,3.0,4.0,2.75,2800,2021-05-27,0.33,14369.0,83.0
1277,S,98077,Woodinville,900000,6.0,3.0,1.5,2330,2021-05-13,1.327,57802.0,83.0
1278,A,98077,Woodinville,1600000,2.0,4.0,2.5,3510,2021-05-28,3.68,160288.0,83.0
1279,A,98077,Woodinville,895000,2.0,3.0,2.25,2040,2021-05-28,1.25,54450.0,83.0
1280,A,98077,Woodinville,1050000,3.0,3.0,2.5,2362,2021-05-28,0.812,35379.0,83.0
1281,S,98077,Woodinville,800000,3.0,3.0,2.5,2230,2021-05-19,0.224,9750.0,83.0
1282,S,98077,Woodinville,800000,4.0,3.0,2.25,1790,2021-05-07,5.31,231303.0,83.0
1283,S,98077,Woodinville,828750,5.0,3.0,2.75,2260,2021-05-28,0.918,40000.0,83.0
1284,S,98077,Woodinville,988000,4.0,3.0,2.25,1980,2021-05-17,0.811,35328.0,83.0
1285,S,98077,Woodinville,1099000,13.0,3.0,2.5,3160,2021-05-25,1.999,87066.0,83.0
1286,S,98077,Woodinville,1280000,4.0,3.0,2.25,2320,2021-05-04,1.55,67518.0,83.0
1287,A,98006,Bellevue,1185000,11.0,4.0,2.75,2480,2021-05-19,0.325,14138.0,83.0
1288,S,98077,Woodinville,1300000,4.0,3.0,2.5,2450,2021-05-06,0.422,18365.0,83.0
1289,S,98077,Woodinville,1590000,6.0,3.0,2.5,3100,2021-05-04,0.423,18414.0,83.0
1290,A,98077,Woodinville,1329950,17.0,4.0,2.25,2520,2021-05-13,0.609,26535.0,83.0
1291,A,98077,Woodinville,1498800,3.0,4.0,2.5,3840,2021-05-27,0.805,35066.0,83.0
1292,A,98077,Woodinville,1750000,3.0,4.0,2.25,3550,2021-05-27,1.038,45211.0,83.0
1293,S,98077,Woodinville,750000,6.0,4.0,2.25,1910,2021-05-26,1.3,56628.0,83.0
1294,S,98077,Woodinville,1225000,5.0,4.0,2.75,2280,2021-05-28,0.832,36260.0,83.0
1295,S,98077,Woodinville,1300000,2.0,4.0,2.25,2290,2021-05-25,0.91,39620.0,83.0
1296,S,98077,Woodinville,1300000,4.0,4.0,2.75,2660,2021-05-19,1.74,75794.0,83.0
1297,S,98077,Woodinville,1420000,2.0,4.0,2.5,3390,2021-05-27,1.028,44766.0,83.0
1298,A,98006,Bellevue,1188000,3.0,4.0,2.25,2513,2021-05-27,0.184,8001.0,83.0
1299,S,98077,Woodinville,1605000,4.0,4.0,2.5,3550,2021-05-20,0.407,17725.0,83.0
1300,S,98077,Woodinville,1605000,4.0,4.0,2.5,3030,2021-05-17,0.608,26476.0,83.0
1301,S,98077,Woodinville,1650000,2.0,4.0,2.5,4040,2021-05-27,0.345,15039.0,83.0
1302,S,98077,Woodinville,1650000,17.0,4.0,2.5,3430,2021-05-26,1.479,64441.0,83.0
1303,A,98077,Woodinville,1300000,5.0,4.0,3.25,3746,2021-05-26,0.921,40116.0,83.0
1304,A,98077,Woodinville,1998000,10.0,4.0,3.5,4850,2021-05-20,0.287,12508.0,83.0
1305,S,98077,Woodinville,1055000,4.0,4.0,3.75,2680,2021-05-08,0.876,38176.0,83.0
1306,S,98077,Woodinville,1410000,2.0,4.0,3.0,3270,2021-05-29,1.035,45095.0,83.0
1307,S,98077,Woodinville,1500000,9.0,4.0,3.25,4490,2021-05-06,0.879,38289.0,83.0
1308,S,98077,Woodinville,1628000,265.0,4.0,3.5,6300,2021-05-24,5.04,219542.0,83.0
1309,A,98006,Bellevue,1776000,8.0,4.0,2.5,2610,2021-05-22,0.695,30277.0,83.0
1311,S,98077,Woodinville,1400000,34.0,8.0,4.0,4280,2021-05-06,1.37,59677.0,83.0
1312,A,98077,Woodinville,3095000,9.0,4.0,4.0,6770,2021-05-21,5.95,259182.0,83.0
1313,S,98077,Woodinville,1850000,9.0,5.0,4.25,6900,2021-05-17,5.618,244716.0,83.0
1314,A,98077,Woodinville,2659000,264.0,4.0,4.75,3800,2021-05-05,7.403,322488.0,83.0
1315,S,98092,Auburn,700000,5.0,3.0,1.75,1510,2021-05-14,2.39,104108.0,68.0
1316,S,98092,Auburn,1150000,8.0,3.0,2.75,3010,2021-05-04,9.926,432393.0,68.0
1317,A,98092,Auburn,875000,3.0,4.0,3.0,2640,2021-05-27,7.5,326700.0,68.0
1318,S,98092,Auburn,220000,1.0,0.0,0.0,2740,2021-05-04,2.0,87120.0,68.0
1319,S,98092,Auburn,364000,5.0,2.0,1.0,820,2021-05-20,0.22,9600.0,68.0
1320,A,98006,Bellevue,2000000,3.0,4.0,2.5,3210,2021-05-27,0.473,20611.0,83.0
1321,S,98092,Auburn,375000,1.0,3.0,1.0,1010,2021-05-26,0.273,11880.0,68.0
1322,S,98092,Auburn,455000,5.0,3.0,1.0,1010,2021-05-18,0.238,10357.0,68.0
1324,A,98092,Auburn,425000,5.0,3.0,2.0,1090,2021-05-25,0.075,3264.0,68.0
1325,A,98092,Auburn,600000,219.0,3.0,1.75,2160,2020-10-23,0.654,28500.0,68.0
1326,S,98092,Auburn,360000,0.0,3.0,1.75,1430,2021-05-07,0.54,23522.0,68.0
1327,S,98092,Auburn,439500,5.0,3.0,1.75,1260,2021-04-30,0.442,19259.0,68.0
1328,S,98092,Auburn,450000,2.0,3.0,1.5,1170,2021-05-24,0.209,9120.0,68.0
1329,S,98092,Auburn,497000,7.0,3.0,1.5,1280,2021-05-01,0.283,12320.0,68.0
1330,S,98092,Auburn,500000,5.0,3.0,1.75,1370,2021-05-04,0.195,8500.0,68.0
1331,S,98006,Bellevue,1075000,5.0,4.0,2.5,1900,2021-05-21,0.193,8400.0,83.0
1332,S,98092,Auburn,505000,7.0,3.0,1.5,1350,2021-05-19,0.432,18838.0,68.0
1333,S,98092,Auburn,540000,8.0,3.0,2.0,1900,2021-05-18,0.215,9375.0,68.0
1334,S,98092,Auburn,550000,5.0,3.0,2.0,1820,2021-05-12,0.597,26000.0,68.0
1335,S,98092,Auburn,555000,7.0,3.0,1.75,1350,2021-05-04,0.806,35100.0,68.0
1336,S,98092,Auburn,835000,6.0,3.0,1.75,1656,2021-05-13,4.94,215186.0,68.0
1337,S,98092,Auburn,855000,4.0,3.0,1.75,2330,2021-05-28,4.15,180774.0,68.0
1338,A,98092,Auburn,500000,4.0,4.0,2.0,2090,2021-05-26,0.248,10800.0,68.0
1339,A,98092,Auburn,540000,2.0,4.0,1.5,2060,2021-05-28,0.621,27043.0,68.0
1340,A,98092,Auburn,776000,37.0,4.0,2.0,2695,2021-04-23,1.31,57063.0,68.0
1341,S,98092,Auburn,417000,12.0,4.0,2.0,1120,2021-05-08,0.178,7770.0,68.0
1342,S,98006,Bellevue,1170000,7.0,4.0,2.75,2190,2021-05-19,1.16,50529.0,83.0
1343,S,98092,Auburn,490550,2.0,4.0,1.75,2018,2021-05-17,0.189,8250.0,68.0
1344,A,98092,Auburn,735595,28.0,3.0,2.5,2065,2021-05-02,0.131,5685.0,68.0
1345,S,98092,Auburn,520000,4.0,3.0,2.5,2010,2021-05-14,0.281,12239.0,68.0
1346,S,98092,Auburn,523000,5.0,3.0,2.5,2100,2021-05-28,0.166,7222.0,68.0
1347,S,98092,Auburn,530000,3.0,3.0,2.25,2180,2021-05-20,0.167,7280.0,68.0
1348,S,98092,Auburn,546000,5.0,3.0,2.5,1700,2021-05-28,0.142,6200.0,68.0
1349,S,98092,Auburn,570000,3.0,3.0,2.5,1940,2021-05-13,0.123,5375.0,68.0
1350,S,98092,Auburn,585000,5.0,3.0,2.5,2550,2021-05-27,0.124,5406.0,68.0
1351,S,98092,Auburn,600000,2.0,3.0,2.5,2038,2021-05-25,0.082,3554.0,68.0
1352,S,98092,Auburn,625000,6.0,3.0,2.5,2517,2021-05-29,0.11,4808.0,68.0
1353,S,98006,Bellevue,1306000,8.0,4.0,2.5,2400,2021-05-14,0.184,8030.0,83.0
1354,S,98092,Auburn,680000,5.0,3.0,2.5,2140,2021-05-14,0.502,21857.0,68.0
1355,S,98092,Auburn,684631,36.0,3.0,2.5,2660,2021-05-27,0.208,9067.0,68.0
1356,S,98092,Auburn,689400,12.0,3.0,2.5,2310,2021-05-04,0.236,10259.0,68.0
1357,A,98092,Auburn,500000,3.0,4.0,2.5,1950,2021-05-27,0.143,6211.0,68.0
1358,A,98092,Auburn,579950,2.0,4.0,2.5,2330,2021-05-28,0.331,14400.0,68.0
1359,A,98092,Auburn,595000,3.0,4.0,2.5,2250,2021-05-27,0.167,7294.0,68.0
1360,A,98092,Auburn,650000,4.0,4.0,2.5,2960,2021-05-26,0.588,25600.0,68.0
1361,A,98092,Auburn,669950,4.0,4.0,2.5,3010,2021-05-26,0.133,5798.0,68.0
1362,A,98092,Auburn,679900,3.0,4.0,2.5,2934,2021-05-27,0.126,5508.0,68.0
1363,A,98092,Auburn,899950,956.0,4.0,2.5,3260,2018-10-17,0.413,18004.0,68.0
1364,S,98006,Bellevue,1318000,6.0,4.0,2.75,2400,2021-05-21,0.197,8583.0,83.0
1365,A,98092,Auburn,1139950,86.0,4.0,2.5,3660,2021-03-05,0.282,12277.0,68.0
1366,S,98092,Auburn,520000,0.0,4.0,2.5,2550,2021-05-21,0.176,7661.0,68.0
1367,S,98092,Auburn,530000,5.0,4.0,2.25,1830,2021-05-19,0.247,10744.0,68.0
1368,S,98092,Auburn,530000,5.0,4.0,2.5,1960,2021-05-14,0.129,5600.0,68.0
1369,S,98092,Auburn,560000,3.0,4.0,2.5,2303,2021-05-05,0.083,3600.0,68.0
1370,S,98092,Auburn,566000,1.0,4.0,2.5,2040,2021-05-11,0.126,5472.0,68.0
1371,S,98092,Auburn,577500,6.0,4.0,2.25,2160,2021-05-28,0.229,9963.0,68.0
1372,S,98092,Auburn,600000,5.0,4.0,2.5,1950,2021-05-04,0.077,3366.0,68.0
1373,S,98092,Auburn,605000,4.0,4.0,2.5,2536,2021-05-19,0.103,4480.0,68.0
1374,S,98092,Auburn,610000,6.0,4.0,2.5,2960,2021-05-12,0.115,4998.0,68.0
1375,S,98006,Bellevue,1355000,7.0,4.0,2.5,2480,2021-05-12,0.105,4559.0,83.0
1376,S,98092,Auburn,630907,3.0,4.0,2.25,1930,2021-05-07,0.175,7603.0,68.0
